Transaction_ID,Order_ID,Order_Date,Ship_Date,Delivery_Date,Sales_Channel,Order_Status,Payment_Mode,Customer_ID,Customer_Name,Customer_Age,Gender,Customer_Segment,Customer_Rating,Country,State,City,Region,Postal_Code,Latitude,Longitude,Product_ID,Product_Name,Category,Sub_Category,Brand,Product_Type,Unit_Cost,Unit_Price,Quantity,Sales,Discount_Percentage,Discount_Amount,Cost,Profit,Profit_Margin,Tax,Shipping_Cost,Total_Amount,Year,Quarter,Month,Month_Number,Month_Name,Week_Number,Day,Day_Name,Sales_Target,Profit_Target,Monthly_Target,Target_Achievement_Percentage
TXN202475,ORD101506,22-05-2024,25-05-2024,30-05-2024,Mobile App,Shipped,Debit Card,C1334,Christine Robinson,49,Female,Corporate,3.6,India,Maharashtra,Mumbai,West,95702,19.06149224,72.87454884,P1007,SwiftBook Pro,Electronics,Laptops,Zynetic,Premium,204.55,252.11,4,1008.44,0.038,38.32,818.2,151.92,0.1506,77.61,7.18,1054.91,2024,Q2,May-24,5,May,21,22,Wednesday,312.97,85.91,7824.26,322.22
TXN205535,ORD103373,21-01-2026,25-01-2026,26-01-2026,In-Store,Delivered,UPI,C1805,Rodney Richardson,21,Male,Consumer,3.1,Australia,Victoria,Melbourne,Victoria,99813,-37.79938965,144.957101,P1055,PureLeaf Tea,Grocery,Beverages,PureHarvest,Limited Edition,6.51,7.85,1,7.85,0.049,0.38,6.51,0.96,0.1223,0.6,24.21,32.28,2026,Q1,Jan-26,1,January,4,21,Wednesday,109.1,21.95,2727.44,7.2
TXN207737,ORD104704,07-02-2024,11-02-2024,17-02-2024,Mobile App,Delivered,UPI,C1085,Dr. Benjamin Lewis III,28,Male,Consumer,,Canada,British Columbia,Vancouver,British Columbia,55288,49.27121071,-123.108931,P1080,GentleCare Soap,Beauty,Personal Care,GlowEssence,Standard,23.96,41.75,2,83.5,0.132,11.02,47.92,24.56,0.2941,5.8,24.77,103.05,2024,Q1,Feb-24,2,February,6,7,Wednesday,137.6,35.95,3440.04,60.68
TXN208106,ORD104939,07-09-2024,09-09-2024,14-09-2024,In-Store,Returned,PayPal,C1361,Barbara Gomez,50,Female,Home Office,4.2,USA,Massachusetts,Boston,East,31702,42.34788047,-71.05125967,P1018,FastCharge Cable,Electronics,Accessories,Pulsewave,Standard,308.92,368.84,2,737.68,0.098,72.29,617.84,47.55,0.0645,53.23,16.81,735.43,2024,Q3,Sep-24,9,September,36,7,Saturday,509.54,100.34,12738.57,144.77
TXN203042,ORD101854,31-01-2026,03-02-2026,06-02-2026,Online,Cancelled,Net Banking,C1581,Valerie Evans,35,Female,Home Office,4.7,UK,West Midlands,Birmingham,England,82834,52.47765064,-1.908055541,P1059,FarmFresh Milk,Grocery,Dairy,PureHarvest,Economy,17.96,24.04,5,120.2,0.085,10.22,89.8,20.18,0.1679,8.8,21.91,140.69,2026,Q1,Jan-26,1,January,5,31,Saturday,122.97,24.3,3074.13,97.75
TXN206585,ORD104016,07-05-2024,10-05-2024,11-05-2024,In-Store,Delivered,Net Banking,C1229,Jessica Stephens,38,Female,Corporate,4.3,India,Bihar,Patna,East,59345,25.57460734,85.13641073,P1047,StrideRun Sneakers,Clothing,Footwear,UrbanThread,Premium,62.82,112.76,3,338.28,0.065,21.99,188.46,127.83,0.3779,25.3,6.58,348.17,2024,Q2,May-24,5,May,19,7,Tuesday,147.33,31.4,3683.21,229.61
TXN200364,ORD100216,13-10-2025,16-10-2025,19-10-2025,Online,Delivered,Cash on Delivery,C1475,Robin Brown,51,Female,Consumer,4.8,USA,Texas,Houston,South,82834,29.75435482,-95.37787165,P1066,GoldenHarvest Wheat,Grocery,Staples,FarmFresh,Limited Edition,3.28,4.16,1,4.16,0.05,0.21,3.28,0.67,0.1611,0.32,12.6,16.87,2025,Q4,Oct-25,10,October,42,13,Monday,132.31,28.12,3307.76,3.14
TXN204789,ORD102912,16-08-2026,20-08-2026,26-08-2026,In-Store,Delivered,UPI,C1334,Christine Robinson,49,Female,Corporate,3.5,Australia,Queensland,Brisbane,Queensland,69503,-27.48550928,153.0387509,P1091,CourtStar Basketball,Sports,Team Sports,ProActive,Standard,370.63,639.86,2,1279.72,0.066,84.46,741.26,454,0.3548,95.62,7.5,1298.38,2026,Q3,Aug-26,8,August,33,16,Sunday,204.86,56.95,5121.58,624.68
TXN201043,ORD100641,20-10-2026,24-10-2026,28-10-2026,Online,Shipped,Credit Card,C2082,Keith Knox,48,Male,Consumer,3.5,Australia,Victoria,Melbourne,Victoria,12947,-37.81734419,144.9654088,P1000,Galaxy Pulse X,Electronics,Mobile Phones,Zynetic,Standard,368.36,581.21,12,6974.52,0.021,146.46,4420.32,2407.74,0.3452,546.24,17.39,7391.69,2026,Q4,Oct-26,10,October,43,20,Tuesday,583.38,138.22,14584.51,1195.54
TXN200822,ORD100499,19-06-2024,21-06-2024,24-06-2024,Online,Delivered,PayPal,C2138,Michele Gregory,41,Female,Small Business,3,Canada,Ontario,Ottawa,Ontario,25183,45.42069461,-75.70144414,P1046,ComfyKid Tee,Clothing,Kids Wear,UrbanThread,Standard,62.06,114.75,2,229.5,0.07,16.07,124.12,89.31,0.3892,17.07,3.64,234.14,2024,Q2,Jun-24,6,June,25,19,Wednesday,155.23,42.89,3880.8,147.85
TXN200481,ORD100281,31-07-2024,02-08-2024,05-08-2024,In-Store,Cancelled,PayPal,C1908,Dr. Anna Morse DVM,46,Female,Consumer,4.5,India,Maharashtra,Mumbai,West,,19.07363041,72.87458762,P1086,TrailMaster Tent,Sports,Outdoor Gear,FitCore,Premium,209.72,280.16,1,280.16,0.124,34.74,209.72,35.7,0.1274,19.63,23.07,288.12,2024,Q3,Jul-24,7,July,31,31,Wednesday,135.55,30.78,3388.65,206.68
TXN205155,ORD103133,07-12-2026,10-12-2026,11-12-2026,In-Store,Delivered,Net Banking,C1442,Holly Valentine,31,Female,Corporate,,India,Karnataka,Bangalore,South,76946,12.95230379,77.61015483,P1033,WardrobePlus Cabinet,Furniture,Storage,UrbanNest,Economy,133.01,212.96,3,638.88,0.055,35.14,399.03,204.71,0.3204,48.3,5.15,657.19,2026,Q4,Dec-26,12,December,50,7,Monday,648.41,166.66,16210.19,98.53
TXN202446,ORD101487,17-05-2025,21-05-2025,26-05-2025,Online,Delivered,PayPal,C1378,Denise Stanley,31,Female,Consumer,4,Canada,Ontario,Toronto,Ontario,96259,43.66243143,-79.40128257,P1074,VelvetMatte Lipstick,Beauty,Makeup,GlowEssence,Premium,5.93,8.87,4,35.48,0.238,8.44,23.72,3.32,0.0936,2.16,2.7,31.9,2025,Q2,May-25,5,May,20,17,Saturday,125.47,25.14,3136.84,28.28
TXN204138,ORD102518,16-11-2024,18-11-2024,24-11-2024,Online,Delivered,Net Banking,C1724,Willie Henry,32,Male,Small Business,4.4,India,Tamil Nadu,Chennai,South,85899,13.09796462,80.27983594,P1101,PowerSuck Vacuum,Home Appliances,Cleaning Appliances,HomeTech,Premium,122.13,189.83,1,189.83,0.152,28.85,122.13,38.85,0.2047,12.88,11.41,185.27,2024,Q4,Nov-24,11,November,46,16,Saturday,378.08,87.62,9452.04,50.21
TXN203215,ORD101953,24-05-2025,28-05-2025,31-05-2025,Online,Processing,Net Banking,C1277,Michelle Malone,40,Female,Consumer,3.9,India,Bihar,Patna,East,91020,25.60286182,85.14572175,P1068,GlowRadiance Cream,Beauty,Skincare,PureSkin,Limited Edition,32.57,58.37,3,175.11,0.044,7.7,97.71,69.7,0.398,13.39,16.83,197.63,2025,Q2,May-25,5,May,21,24,Saturday,184.94,49.63,4623.59,94.68
TXN201158,ORD100715,15-04-2025,18-04-2025,24-04-2025,In-Store,Returned,PayPal,C1599,Kimberly Sharp,32,Female,Consumer,3.2,Canada,British Columbia,Vancouver,British Columbia,17505,49.28408757,-123.1032173,P1026,VelvetLux Sofa,Furniture,Sofas,ModuLine,Economy,660.07,1087.41,8,8699.28,0.04,347.97,5280.56,3070.75,0.353,668.1,19.37,9038.78,2025,Q2,Apr-25,4,April,16,15,Tuesday,227.09,52.74,5677.21,3830.76
TXN204713,ORD102856,19-12-2026,21-12-2026,25-12-2026,Online,Delivered,PayPal,C1371,Gerald Smith,40,Male,Corporate,5,USA,California,San Francisco,West,31888,37.77114976,-122.436312,P1024,GlassTop Table,Furniture,Tables,UrbanNest,Standard,400.83,518.04,8,4144.32,0.018,74.6,3206.64,863.08,0.2083,325.58,5.69,4400.99,2026,Q4,Dec-26,12,December,51,19,Saturday,439.76,105.46,10994.06,942.4
TXN205106,ORD103102,26-07-2025,29-07-2025,02-08-2025,Mobile App,Delivered,Cash on Delivery,C1305,Casey Anderson,40,Female,Consumer,2.2,Australia,New South Wales,Sydney,New South Wales,69169,-33.88027385,151.2045557,P1003,ZenMobile Air,Electronics,Mobile Phones,Zynetic,Standard,99.37,153.01,2,306.02,0.201,61.51,198.74,45.77,0.1496,19.56,20.45,284.52,2025,Q3,Jul-25,7,July,30,26,Saturday,316.47,63.22,7911.71,96.7
TXN201330,ORD100812,04-12-2025,06-12-2025,11-12-2025,Online,Delivered,Debit Card,C1370,Catherine Park,34,Female,Consumer,3.9,India,Maharashtra,Pune,West,41045,18.53219286,73.84626302,P1050,WarmHug Jacket,Clothing,Winter Wear,TrendLoom,Limited Edition,7.36,14.05,1,14.05,0.141,1.98,7.36,4.71,0.3352,0.97,22.25,35.29,2025,Q4,Dec-25,12,December,49,4,Thursday,325.58,67.3,8139.45,4.32
TXN202960,ORD101809,19-10-2025,22-10-2025,24-10-2025,In-Store,Delivered,Net Banking,C1818,Tamara Riddle,41,Female,Corporate,3.7,India,Maharashtra,Bombay,West,23759,19.06632649,72.89293786,P1096,DryFit Tshirt,Sports,Sportswear,FitCore,Premium,361.16,570.58,1,570.58,0.109,62.19,361.16,147.23,0.258,40.67,4.77,553.83,2025,Q4,Oct-25,10,October,42,19,Sunday,173.2,48.47,4329.94,329.43
TXN204887,ORD102979,09-11-2026,10-11-2026,13-11-2026,Online,Shipped,PayPal,C2144,Amy Schneider MD,43,Female,Corporate,3.9,India,Delhi,New Delhi,North,21111,28.59573175,77.22568662,P1106,AirPure Cooler,Home Appliances,Cooling & Heating,EcoAppliance,Standard,401.62,502.39,13,6531.07,0.087,568.2,5221.06,741.81,0.1136,477.03,18.76,6458.66,2026,Q4,Nov-26,11,November,46,9,Monday,558.89,149.74,13972.23,1168.58
TXN204291,ORD102602,20-06-2025,22-06-2025,27-06-2025,Online,Delivered,UPI,C2041,Rodney Wagner,20,Male,Home Office,3.5,India,Tamil Nadu,Chennai,South,20352,13.09916292,80.26315257,P1059,FarmFresh Milk,Grocery,Dairy,PureHarvest,Economy,17.96,24.04,1,24.04,0.093,2.24,17.96,3.84,0.1597,1.74,14.47,38.01,2025,Q2,Jun-25,6,June,25,20,Friday,120.8,29.47,3020.12,19.9
TXN202335,ORD101420,12-11-2024,16-11-2024,19-11-2024,Online,Delivered,Credit Card,C2060,Martin Hensley III,58,Male,Consumer,4.6,Canada,Quebec,Montreal,Quebec,61548,45.50974248,-73.57804824,P1056,CrunchTime Chips,Grocery,Snacks,FarmFresh,Economy,18.66,26.74,4,106.96,0.04,4.28,74.64,28.04,0.2622,8.21,18.57,129.46,2024,Q4,Nov-24,11,November,46,12,Tuesday,179.02,33.03,4475.54,59.75
TXN201307,ORD100802,01-11-2024,04-11-2024,07-11-2024,Online,Cancelled,Net Banking,C2198,Marc Norman,26,Male,Home Office,4,India,Punjab,Chandigarh,North,69176,30.73559611,76.78867754,P1029,DreamRest Bed,Furniture,Beds,CraftWood,Standard,69.85,95.18,6,571.08,0.107,61.11,419.1,90.87,0.1591,40.8,12.2,562.97,2024,Q4,Nov-24,11,November,44,1,Friday,417.89,102.24,10447.28,136.66
TXN205856,ORD103564,01-07-2026,02-07-2026,08-07-2026,Online,Delivered,credit card,C1582,Daniel Bush,39,Male,Consumer,2.8,UK,Greater Manchester,Manchester,England,37611,53.47067785,-2.241404313,P1033,WardrobePlus Cabinet,Furniture,Storage,UrbanNest,Economy,133.01,212.96,5,1064.8,0.124,132.04,665.05,267.71,0.2514,74.62,22.82,1030.2,2026,Q3,Jul-26,7,July,27,1,Wednesday,355.72,74.2,8892.94,299.34
TXN207303,ORD104450,08-04-2025,12-04-2025,16-04-2025,Online,Returned,Net Banking,C1453,Alfred Galvan,19,Male,Corporate,3,India,Tamil Nadu,Chennai,South,43376,13.08308081,80.28632531,P1070,ClearSkin Lotion,Beauty,Skincare,VelvetTouch,Premium,57.86,85.42,3,256.26,0.189,48.43,173.58,34.25,0.1337,16.63,11.39,235.85,2025,Q2,Apr-25,4,April,15,8,Tuesday,170.58,42.4,4264.47,150.23
TXN205294,ORD103223,15-09-2024,16-09-2024,17-09-2024,In-Store,Delivered,UPI,C1629,Erin Meyer,35,Female,Home Office,3.4,India,Bihar,Patna,East,21398,25.58641407,85.12220642,P1046,ComfyKid Tee,Clothing,Kids Wear,UrbanThread,Standard,62.06,114.75,2,229.5,0.143,32.82,124.12,72.56,0.3162,15.73,10.52,222.93,2024,Q3,Sep-24,9,September,37,15,Sunday,154.7,35.72,3867.38,148.35
TXN200078,ORD100052,23-01-2024,24-01-2024,28-01-2024,In-Store,Delivered,PayPal,C2119,Nathaniel Garcia,47,Male,Home Office,3.3,UK,Glasgow City,Glasgow,Scotland,57862,55.85559168,-4.267325602,P1059,FarmFresh Milk,Grocery,Dairy,PureHarvest,Economy,17.96,24.04,3,72.12,0.205,14.78,53.88,3.46,0.048,4.59,7.43,69.36,2024,Q1,Jan-24,1,January,4,23,Tuesday,114.24,31.4,2856.1,63.13
TXN205778,ORD103515,04-05-2026,05-05-2026,10-05-2026,Mobile App,Delivered,PayPal,C1797,Adam Taylor,35,Male,Consumer,3.3,Canada,Ontario,Toronto,Ontario,28818,43.66771502,-79.40205855,P1092,RoadRunner Bicycle,Sports,Cycling,FitCore,Economy,110.6,176.52,1,176.52,0.185,32.66,110.6,33.26,0.1884,11.51,15.73,171.1,2026,Q2,May-26,5,May,19,4,Monday,205.63,41.98,5140.78,85.84
TXN200552,ORD100325,24-07-2025,25-07-2025,31-07-2025,In-Store,Delivered,Cash on Delivery,C1945,Christopher Flores,48,Male,Consumer,3.5,India,Maharashtra,Pune,West,36580,18.50502618,73.84075597,P1086,TrailMaster Tent,Sports,Outdoor Gear,FitCore,Premium,209.72,280.16,3,840.48,0.099,83.21,629.16,128.11,0.1524,60.58,19.18,837.03,2025,Q3,Jul-25,7,July,30,24,Thursday,150.61,29.01,3765.16,558.05
TXN200498,ORD100293,14-07-2024,17-07-2024,19-07-2024,Mobile App,Cancelled,Credit Card,C2024,Karla Lynch,63,Female,Home Office,3.5,Canada,British Columbia,Vancouver,British Columbia,77964,49.2857771,-123.1292773,P1007,SwiftBook Pro,Electronics,Laptops,Zynetic,Premium,204.55,252.11,3,756.33,0.076,57.48,613.65,85.2,0.1126,55.91,6.55,761.31,2024,Q3,Jul-24,7,July,28,14,Sunday,378.59,77.43,9464.82,199.78
TXN200596,ORD100356,04-08-2026,07-08-2026,08-08-2026,Online,Delivered,credit card,C2199,Sandra Pruitt,48,Female,Consumer,3.4,USA,Texas,Dallas,South,62397,32.77712565,-96.80946194,P1072,DeepNourish Conditioner,Beauty,Haircare,VelvetTouch,Economy,19.24,25.51,3,76.53,0.113,8.65,57.72,10.16,0.1328,5.43,16.75,90.06,2026,Q3,Aug-26,8,August,32,4,Tuesday,191.05,51.43,4776.2,40.06
TXN205033,ORD103069,11-02-2024,13-02-2024,18-02-2024,Online,Delivered,UPI,C1435,Pamela Anderson,58,Female,Corporate,3.4,USA,Texas,Houston,South,51305,29.76523857,-95.38746353,P1098,QuickBlend Mixer,Home Appliances,Kitchen Appliances,ChillMax,Standard,443.79,689.52,2,1379.04,0.185,255.12,887.58,236.34,0.1714,89.91,15.48,1229.31,2024,Q1,Feb-24,2,February,6,11,Sunday,224.05,43.13,5601.21,615.51
TXN202075,ORD101262,08-12-2025,10-12-2025,11-12-2025,Online,Delivered,Debit Card,C1556,Paul Gonzalez,46,Male,Small Business,4.7,USA,New York,New York City,East,85571,40.72722759,-74.01073735,P1002,OrbitOne Smart,Electronics,Mobile Phones,Voltrix,Premium,182.62,222.83,6,1336.98,0.019,25.4,1095.72,215.86,0.1615,104.93,4.32,1420.83,2025,Q4,Dec-25,12,December,50,8,Monday,808.8,219.31,20219.96,165.3
TXN205638,ORD103435,15-02-2026,18-02-2026,20-02-2026,In-Store,Delivered,UPI,C1085,Dr. Benjamin Lewis III,28,Male,Consumer,4.3,USA,California,Los Angeles,West,17101,34.03983662,-118.2439362,P1005,AirLite 14,Electronics,Laptops,Zynetic,Standard,67.5,107.09,5,535.45,0.089,47.66,337.5,150.29,0.2807,39.02,22.05,548.86,2026,Q1,Feb-26,2,February,7,15,Sunday,311.58,70.12,7789.48,171.85
TXN206244,ORD103801,08-02-2026,10-02-2026,16-02-2026,In-Store,Delivered,Cash on Delivery,C1181,Melissa Burton,37,Female,Corporate,2.9,India,Bihar,Patna,East,97841,25.57522714,85.14375939,P1095,ActiveFlex Tracksuit,Sports,Sportswear,FitCore,Premium,46.31,80.5,1,80.5,0.173,13.93,46.31,20.26,0.2517,5.33,7.49,79.39,2026,Q1,Feb-26,2,February,6,8,Sunday,229.07,56.13,5726.76,35.14
TXN206016,ORD103658,07-05-2025,10-05-2025,11-05-2025,Online,Shipped,Debit Card,C1798,Tracey Wagner,64,Female,Corporate,4,Canada,Quebec,Montreal,Quebec,49741,45.52053925,-73.58543947,P1095,ActiveFlex Tracksuit,Sports,Sportswear,FitCore,Premium,46.31,80.5,1,80.5,0.024,1.93,46.31,32.26,0.4007,6.29,11.13,95.99,2025,Q2,May-25,5,May,19,7,Wednesday,243.64,62.69,6090.89,33.04
TXN202414,ORD101469,27-06-2024,28-06-2024,30-06-2024,Online,Processing,Debit Card,C1640,Willie Reyes,41,Male,Consumer,5,Canada,Ontario,Toronto,Ontario,19573,43.67310945,-79.3996119,P1109,IronEase Press,Home Appliances,Small Appliances,EcoAppliance,Limited Edition,400.29,613.3,1,613.3,0.082,50.29,400.29,162.72,0.2653,45.04,23.51,631.56,2024,Q2,Jun-24,6,June,26,27,Thursday,392.56,94.08,9813.93,156.23
TXN202234,ORD101361,17-07-2024,21-07-2024,27-07-2024,Mobile App,Delivered,UPI,C2069,Susan Powers,44,Female,Consumer,4.3,Australia,Queensland,Brisbane,Queensland,97961,-27.46940347,153.0342073,P1023,OakGrand Table,Furniture,Tables,CraftWood,Standard,245.73,358.77,5,1793.85,0.163,292.4,1228.65,272.8,0.1521,120.12,17.42,1638.99,2024,Q3,Jul-24,7,July,29,17,Wednesday,204.38,51.69,5109.44,877.7
TXN203030,ORD101847,20-06-2026,23-06-2026,28-06-2026,Distributor,Delivered,Net Banking,C1406,Jeremy Turner,26,Male,Corporate,3.4,Australia,Queensland,Brisbane,Queensland,49469,-27.46594728,153.0381658,P1013,ActionCam 4K,Electronics,Cameras,Voltrix,Economy,219.72,303.52,2,607.04,0.059,35.82,439.44,131.78,0.2171,45.7,20.93,637.85,2026,Q2,Jun-26,6,June,25,20,Saturday,487.98,111.24,12199.4,124.4
TXN206362,ORD103869,12-12-2024,14-12-2024,19-12-2024,Mobile App,Delivered,Cash on Delivery,C1801,Philip Carter,30,Male,Small Business,4.3,Australia,Queensland,Brisbane,Queensland,55210,-27.48717324,153.0249965,P1031,StorageMax Bed,Furniture,Beds,UrbanNest,Limited Edition,586.97,809.07,3,2427.21,0.037,89.81,1760.91,576.49,0.2375,186.99,23.94,2548.33,2024,Q4,Dec-24,12,December,50,12,Thursday,306.57,68.25,7664.15,791.73
TXN205062,ORD103079,12-11-2024,15-11-2024,20-11-2024,Online,Delivered,Net Banking,C1568,Lauren Jackson,38,Female,  Corporate ,3.9,USA,New York,New York City,East,96625,40.72282149,-74.00429295,P1080,GentleCare Soap,Beauty,Personal Care,GlowEssence,Standard,23.96,41.75,6,250.5,0.161,40.33,143.76,66.41,0.2651,16.81,5.38,232.36,2024,Q4,Nov-24,11,November,46,12,Tuesday,224.71,42.98,5617.66,111.48
TXN207113,ORD104338,03-12-2024,05-12-2024,09-12-2024,Mobile App,Delivered,Net Banking,C1960,Carlos Love,41,Male,  Small Business ,4.1,India,Maharashtra,Pune,West,18861,18.5284222,73.84848309,P1031,StorageMax Bed,Furniture,Beds,UrbanNest,Limited Edition,586.97,809.07,5,4045.35,0.056,226.54,2934.85,883.96,0.2185,305.5,5.9,4130.21,2024,Q4,Dec-24,12,December,49,3,Tuesday,353.38,78.86,8834.51,1144.76
TXN208175,ORD104980,20-02-2026,21-02-2026,27-02-2026,Online,Delivered,Cash on Delivery,C1932,Taylor Calderon,50,Male,Consumer,4.7,India,Gujarat,Ahmedabad,West,68287,23.02535581,72.5830614,P1090,SmashPro Racket,Sports,Team Sports,FitCore,Standard,143.02,181.36,1,181.36,0.049,8.89,143.02,29.45,0.1624,13.8,9.75,196.02,2026,Q1,Feb-26,2,February,8,20,Friday,134.94,26.64,3373.59,134.4
TXN202898,ORD101773,27-08-2024,30-08-2024,05-09-2024,Mobile App,Delivered,Net Banking,C1942,Robert Mayo,21,Male,Home Office,2.5,USA,Texas,Houston,South,48149,29.77472504,-95.37007727,P1058,GoldenBake Cookies,Grocery,Snacks,DailyBasket,Premium,16.27,19.77,4,79.08,0.031,2.45,65.08,11.55,0.1461,6.13,15.96,98.72,2024,Q3,Aug-24,8,August,35,27,Tuesday,98.37,17.96,2459.24,80.39
TXN201730,ORD101055,07-04-2026,10-04-2026,12-04-2026,Distributor,Delivered,Debit Card,C1644,Kendra Luna,53,Female,Consumer,4.3,UK,Glasgow City,Glasgow,Scotland,65279,55.87449995,-4.238026213,P1103,AutoWash Machine,Home Appliances,Cleaning Appliances,EcoAppliance,Limited Edition,87.84,127.24,1,127.24,0.079,10.05,87.84,29.35,0.2307,9.38,7.56,134.13,2026,Q2,Apr-26,4,April,15,7,Tuesday,264.81,54.19,6620.14,48.05
TXN208034,ORD104892,28-11-2026,02-12-2026,07-12-2026,Online,Delivered,UPI,C1300,Lisa Byrd,46,Female,Consumer,2.4,India,Karnataka,Bangalore,South,32772,12.96709101,77.58381506,P1067,FineBlend Sugar,Grocery,Staples,FarmFresh,Premium,18.92,23.9,4,95.6,0.105,10.04,75.68,9.88,0.1033,6.84,5.98,98.38,2026,Q4,Nov-26,11,November,48,28,Saturday,173.96,35.87,4348.98,54.96
TXN203024,ORD101844,29-05-2024,30-05-2024,01-06-2024,In-Store,Delivered,Debit Card,C1361,Barbara Gomez,50,Female,Home Office,5,Canada,Quebec,Montreal,Quebec,86824,45.48803184,-73.58037913,P1066,GoldenHarvest Wheat,Grocery,Staples,FarmFresh,Limited Edition,3.28,4.16,3,12.48,0.175,2.18,9.84,0.46,0.0369,0.82,18.09,29.21,2024,Q2,May-24,5,May,22,29,Wednesday,132.61,29.67,3315.21,9.41
TXN208066,ORD104915,27-11-2024,28-11-2024,29-11-2024,Online,Returned,Credit Card,C1050,Eric Carney,55,Male,Small Business,1.4,India,Delhi,New Delhi,North,61570,28.6151249,77.1985646,P1033,WardrobePlus Cabinet,Furniture,Storage,UrbanNest,Economy,133.01,212.96,5,1064.8,0.154,163.98,665.05,235.77,0.2214,72.07,23,995.89,2024,Q4,Nov-24,11,November,48,27,Wednesday,417.89,102.93,10447.28,254.8
TXN203756,ORD102275,29-07-2024,01-08-2024,04-08-2024,Online,Delivered,UPI,C2067,Laura Lee,61,Female,Corporate,5,Canada,Quebec,Montreal,Quebec,27001,45.51267709,-73.57435094,P1045,LittleStar Frock,Clothing,Kids Wear,StyleCraft,Limited Edition,13.97,27.53,1,27.53,0.017,0.47,13.97,13.09,0.4755,2.16,23.53,52.75,2024,Q3,Jul-24,7,July,31,29,Monday,159.39,36.8,3984.78,17.27
TXN201600,ORD100982,13-07-2025,16-07-2025,20-07-2025,In-Store,Delivered,Cash on Delivery,C1273,Mary Moore,39,Female,Small Business,3.6,India,Bihar,Patna,East,25575,25.60746626,85.12172772,P1107,ToastMaster Toaster,Home Appliances,Small Appliances,EcoAppliance,Economy,435.94,547.87,2,1095.74,0.189,207.09,871.88,16.77,0.0153,71.09,21.57,981.31,2025,Q3,Jul-25,7,July,28,13,Sunday,374.61,75.85,9365.36,292.5
TXN203252,ORD101974,14-01-2024,18-01-2024,21-01-2024,In-Store,Cancelled,PayPal,C1440,Joann Ferguson,30,Female,Home Office,3.7,USA,Texas,Dallas,South,54351,32.77101109,-96.7938179,P1066,GoldenHarvest Wheat,Grocery,Staples,FarmFresh,Limited Edition,3.28,4.16,4,16.64,0.119,1.98,13.12,1.54,0.0925,1.17,7.7,23.53,2024,Q1,Jan-24,1,January,2,14,Sunday,88.02,16.58,2200.38,18.9
TXN204980,ORD103038,28-01-2025,31-01-2025,02-02-2025,Online,Delivered,Net Banking,C1783,Amy Garcia,25,Female,Home Office,2.3,USA,New York,New York City,East,90612,40.71214837,-73.98691514,P1028,CornerFit Sofa,Furniture,Sofas,CraftWood,Premium,98.41,127.74,7,894.18,0.116,103.72,688.87,101.59,0.1136,63.24,22.98,876.68,2025,Q1,Jan-25,1,January,5,28,Tuesday,194.65,37.37,4866.23,459.38
TXN206295,ORD103834,03-12-2025,07-12-2025,11-12-2025,Online,Cancelled,Net Banking,C2090,Christina Watson,50,Female,Consumer,4.2,India,West Bengal,Kolkata,East,,22.57697931,88.3792337,P1009,SlateAir 8,Electronics,Tablets,Pulsewave,Economy,417.15,534.39,1,534.39,0.156,83.36,417.15,33.88,0.0634,36.08,20.24,507.35,2025,Q4,Dec-25,12,December,49,3,Wednesday,808.8,186.43,20219.96,66.07
TXN203074,ORD101870,18-09-2025,21-09-2025,27-09-2025,In-Store,Delivered,Debit Card,C2028,Thomas Prince,55,Male,Corporate,3.1,Australia,New South Wales,Sydney,New South Wales,99026,-33.85896075,151.2184627,P1060,CreamyDelight Cheese,Grocery,Dairy,PureHarvest,Standard,16.34,23.92,1,23.92,0.143,3.42,16.34,4.16,0.1739,1.64,7.74,29.88,2025,Q3,Sep-25,9,September,38,18,Thursday,138.24,25.2,3455.95,17.3
TXN203197,ORD101942,07-04-2026,10-04-2026,11-04-2026,In-Store,Processing,Debit Card,C1558,Felicia Wells,18,Female,Consumer,4.2,USA,California,Los Angeles,West,44486,34.06060921,-118.2243212,P1002,OrbitOne Smart,Electronics,Mobile Phones,Voltrix,Premium,182.62,222.83,4,891.32,0.074,65.96,730.48,94.88,0.1064,66.03,16.98,908.37,2026,Q2,Apr-26,4,April,15,7,Tuesday,370,72.47,9250.01,240.9
TXN206416,ORD103907,15-12-2024,18-12-2024,24-12-2024,In-Store,Delivered,Cash on Delivery,C2136,Mr. Thomas Rodriguez,22,Male,Consumer,3.8,UK,West Midlands,Birmingham,England,84353,52.50141456,-1.890246792,P1000,Galaxy Pulse X,Electronics,Mobile Phones,Zynetic,Standard,368.36,581.21,5,2906.05,0.146,424.28,1841.8,639.97,0.2202,198.54,24.65,2704.96,2024,Q4,Dec-24,12,December,50,15,Sunday,635.77,163.07,15894.13,457.09
TXN201943,ORD101183,09-05-2025,11-05-2025,12-05-2025,In-Store,Delivered,Cash on Delivery,C1754,Michael Fuentes,49,Male,Small Business,2.3,UK,West Midlands,Birmingham,England,23847,52.50538346,-1.889929735,P1024,GlassTop Table,Furniture,Tables,UrbanNest,Standard,400.83,518.04,1,518.04,0.106,54.91,400.83,62.3,0.1203,37.05,15.42,515.6,2025,Q2,May-25,5,May,19,9,Friday,317.6,76.31,7940.12,163.11
